viewCount,likeCount,dislikeCount,favoriteCount,commentCount,category_id,category
118470,654,117,0,127,2,Autos & Vehicles
1101,62,0,0,6,22,People & Blogs
10108,120,9,0,27,28,Science & Technology
58717,1097,18,0,169,28,Science & Technology
1151,71,1,0,9,22,People & Blogs
242,36,0,0,0,22,People & Blogs
6842,80,5,0,12,22,People & Blogs
44233,297,4,0,63,24,Entertainment
2808,41,0,0,10,10,Music
15,0,0,0,1,1,Film & Animation
642,34,2,0,0,22,People & Blogs
568,4,0,0,0,22,People & Blogs
10,0,0,0,0,20,Gaming
29,1,0,0,,22,People & Blogs
11,0,0,0,,22,People & Blogs
8,1,0,0,0,2,Autos & Vehicles
12160,26,3,0,2,26,Howto & Style
10424,42,2,0,1,26,Howto & Style
179,2,0,0,,24,Entertainment
16454,204,8,0,24,19,Travel & Events
73,0,0,0,0,22,People & Blogs
154,0,0,0,0,22,People & Blogs
437034,7016,111,0,61,10,Music
57,2,0,0,0,10,Music
90,1,0,0,0,1,Film & Animation
4973,295,12,0,77,2,Autos & Vehicles
1762,4,2,0,1,22,People & Blogs
1,0,0,0,0,24,Entertainment
30,,,0,,2,Autos & Vehicles
13,0,0,0,0,15,Pets & Animals
98,1,0,0,0,27,Education
70,6,1,0,3,20,Gaming
12,2,0,0,1,24,Entertainment
20,,,0,,2,Autos & Vehicles
18,0,0,0,,2,Autos & Vehicles
36,0,0,0,,2,Autos & Vehicles
84,0,0,0,,27,Education
36,12,0,0,1,24,Entertainment
348,5,0,0,4,28,Science & Technology
12667,82,3,0,20,20,Gaming
22,5,0,0,0,24,Entertainment
1079,14,6,0,0,22,People & Blogs
62,1,0,0,0,10,Music
41,5,0,0,0,24,Entertainment
29,11,0,0,0,24,Entertainment
250,1,1,0,0,28,Science & Technology
16,0,0,0,0,15,Pets & Animals
121370,492,8,0,239,20,Gaming
857,3,0,0,0,24,Entertainment
48,0,0,0,0,22,People & Blogs
33264,218,19,0,2,17,Sports
4,1,0,0,0,20,Gaming
5,0,0,0,0,15,Pets & Animals
8,0,0,0,0,15,Pets & Animals
22191,604,31,0,79,2,Autos & Vehicles
218886,1465,136,0,637,28,Science & Technology
209003,1276,173,0,0,22,People & Blogs
165557,943,180,0,470,28,Science & Technology
336717,2968,265,0,551,28,Science & Technology
889,41,8,0,7,22,People & Blogs
208484,994,193,0,55,26,Howto & Style
29922,735,41,0,31,28,Science & Technology
435496,3127,421,0,694,28,Science & Technology
81036,677,107,0,94,27,Education
356687,1883,470,0,364,27,Education
120468,757,96,0,281,28,Science & Technology
505348,2736,478,0,77,22,People & Blogs
37185,219,67,0,34,26,Howto & Style
134790,825,87,0,319,28,Science & Technology
8412,43,15,0,13,28,Science & Technology
58656,389,89,0,67,28,Science & Technology
401636,2603,245,0,342,28,Science & Technology
47070,456,70,0,38,28,Science & Technology
27019,230,45,0,71,28,Science & Technology
80585,634,77,0,167,28,Science & Technology
37102,453,60,0,58,28,Science & Technology
31898,241,38,0,64,28,Science & Technology
168663,928,205,0,83,28,Science & Technology
106005,626,120,0,121,28,Science & Technology
33191,471,52,0,82,28,Science & Technology
42393,896,71,0,197,28,Science & Technology
58120,1014,42,0,496,22,People & Blogs
16233,326,21,0,67,22,People & Blogs
152571,740,217,0,136,28,Science & Technology
9030,87,8,0,10,22,People & Blogs
257097,1850,235,0,240,27,Education
11024,137,13,0,5,28,Science & Technology
139975,1329,187,0,66,22,People & Blogs
5542,51,11,0,6,22,People & Blogs
835,30,2,0,15,28,Science & Technology
5810,57,9,0,5,28,Science & Technology
1100,14,9,0,,28,Science & Technology
41696,411,23,0,85,28,Science & Technology
208278,567,101,0,57,28,Science & Technology
49762,245,47,0,35,26,Howto & Style
21277,182,31,0,42,28,Science & Technology
52767,114,71,0,25,28,Science & Technology
192949,1079,399,0,327,28,Science & Technology
6047,198,26,0,99,20,Gaming
40221,76,173,0,0,22,People & Blogs
30640,188,10,0,37,28,Science & Technology
19861,62,25,0,1,27,Education
55347,58,57,0,8,26,Howto & Style
83655,735,88,0,222,28,Science & Technology
3161,30,7,0,5,27,Education
4259,89,2,0,29,24,Entertainment
103,4,0,0,1,22,People & Blogs
7,0,0,0,0,10,Music
21159,54,16,0,13,1,Film & Animation
5173,15,12,0,2,28,Science & Technology
1320,13,0,0,3,27,Education
8,2,0,0,1,20,Gaming
4980,7,11,0,2,28,Science & Technology
370,5,1,0,2,20,Gaming
7,0,0,0,0,22,People & Blogs
181,0,0,0,0,24,Entertainment
2,,,0,,22,People & Blogs
11,0,0,0,0,22,People & Blogs
5,0,0,0,0,22,People & Blogs
2237,17,0,0,6,27,Education
122962,1332,217,0,108,10,Music
0,0,0,0,0,22,People & Blogs
2,1,0,0,,22,People & Blogs
2,0,0,0,0,22,People & Blogs
0,0,0,0,0,22,People & Blogs
5,0,0,0,0,19,Travel & Events
288,2,0,0,0,28,Science & Technology
41,1,0,0,,22,People & Blogs
5082,1,0,0,0,22,People & Blogs
15,0,0,0,0,20,Gaming
29,0,0,0,0,24,Entertainment
145,3,0,0,0,1,Film & Animation
52,3,0,0,0,27,Education
89,3,1,0,1,20,Gaming
44,1,0,0,0,24,Entertainment
183217,4580,152,0,349,27,Education
147,11,2,0,0,20,Gaming
7,1,0,0,0,28,Science & Technology
17,1,0,0,,27,Education
11,0,0,0,0,22,People & Blogs
19,1,0,0,,22,People & Blogs
0,0,0,0,0,22,People & Blogs
46,0,0,0,0,22,People & Blogs
9,0,0,0,0,22,People & Blogs
0,0,0,0,,27,Education
5,0,0,0,0,22,People & Blogs
1,0,0,0,0,27,Education
178,1,0,0,0,24,Entertainment
13,0,0,0,,27,Education
13,0,0,0,0,22,People & Blogs
53,0,0,0,0,29,Nonprofits & Activism
42,0,0,0,0,22,People & Blogs
2,0,0,0,0,22,People & Blogs
44,0,0,0,0,22,People & Blogs
14,0,0,0,0,22,People & Blogs
77591,,,0,590,27,Education
7472,39,2,0,8,27,Education
24809,190,11,0,216,22,People & Blogs
4567,76,1,0,63,22,People & Blogs
1468,28,0,0,3,27,Education
2704,3,0,0,0,28,Science & Technology
14427,60,3,0,15,28,Science & Technology
2297,18,1,0,0,28,Science & Technology
8101,77,4,0,19,26,Howto & Style
47049,754,38,0,626,22,People & Blogs
1776,2,3,0,,29,Nonprofits & Activism
2244,46,0,0,10,22,People & Blogs
32686,428,20,0,312,22,People & Blogs
2384,36,0,0,0,22,People & Blogs
50566,918,29,0,246,26,Howto & Style
461106,6587,193,0,1744,22,People & Blogs
52016,615,41,0,625,22,People & Blogs
13571,270,1,0,90,26,Howto & Style
4025,60,0,0,18,27,Education
663,19,0,0,33,22,People & Blogs
190545,2685,244,0,707,25,News & Politics
161466,3546,59,0,871,26,Howto & Style
33367,773,24,0,169,25,News & Politics
8500,102,15,0,54,22,People & Blogs
35472,1701,7,0,30,10,Music
986,16,1,0,18,22,People & Blogs
411030,5359,912,0,457,10,Music
33907,30,6,0,3,22,People & Blogs
27040,416,6,0,248,22,People & Blogs
2940,,,0,0,28,Science & Technology
12518,209,12,0,89,22,People & Blogs
9507,108,4,0,25,22,People & Blogs
40407,541,35,0,46,10,Music
9744,96,2,0,46,22,People & Blogs
13146,967,6,0,86,10,Music
4050,8,2,0,0,28,Science & Technology
7815,50,4,0,4,2,Autos & Vehicles
647,11,0,0,3,28,Science & Technology
1436,29,0,0,2,27,Education
17376,281,11,0,118,22,People & Blogs
131784,17958,146,0,480,24,Entertainment
2121,41,2,0,5,22,People & Blogs
866,19,0,0,20,22,People & Blogs
3374,23,1,0,1,2,Autos & Vehicles
27765,479,28,0,42,22,People & Blogs
202,11,0,0,34,22,People & Blogs
923,8,2,0,1,25,News & Politics
51872,1599,12,0,64,10,Music
1598,41,2,0,11,25,News & Politics
4867,,,0,4,28,Science & Technology
4144,263,3,0,29,27,Education
5091,6,8,0,4,22,People & Blogs
37861,1163,36,0,110,26,Howto & Style
400,,,0,,27,Education
4679,341,8,0,35,27,Education
2554,42,3,0,1,22,People & Blogs
7938,302,7,0,52,27,Education
214,9,1,0,,22,People & Blogs
32539,783,42,0,95,22,People & Blogs
1337,,,0,,27,Education
47,13,0,0,1,22,People & Blogs
391,,,0,,27,Education
753,,,0,,27,Education
12801,285,52,0,76,24,Entertainment
31105,871,14,0,101,26,Howto & Style
334,36,0,0,12,10,Music
1772,2,0,0,1,17,Sports
504,4,1,0,0,22,People & Blogs
1606,,,0,,27,Education
62,1,0,0,0,23,Comedy
47,1,0,0,0,26,Howto & Style
171,3,0,0,0,17,Sports
791,9,0,0,0,10,Music
834,,,0,,27,Education
13362,186,9,0,15,26,Howto & Style
2912,11,2,0,0,22,People & Blogs
110,2,0,0,0,17,Sports
58,2,0,0,0,22,People & Blogs
608,,,0,,27,Education
14276,94,4,0,,10,Music
5343,53,1,0,,10,Music
427,3,0,0,,10,Music
1267,20,1,0,0,10,Music
9301,63,6,0,5,10,Music
725,4,2,0,0,17,Sports
3720,15,2,0,,10,Music
4647,23,1,0,,10,Music
1015,1,0,0,,27,Education
43981,401,6,0,48,10,Music
1077,9,2,0,,10,Music
88,3,0,0,,1,Film & Animation
3,,,0,0,10,Music
913,3,0,0,,27,Education
595,,,0,,27,Education
486,10,1,0,2,22,People & Blogs
1783,18,0,0,2,10,Music
265,1,0,0,,10,Music
436,2,0,0,,24,Entertainment
1914,9,0,0,,10,Music
219,3,0,0,,10,Music
317781,3915,108,0,870,28,Science & Technology
18957,241,28,0,70,26,Howto & Style
187790,2103,50,0,540,28,Science & Technology
29630,268,58,0,73,26,Howto & Style
121384,1113,69,0,176,28,Science & Technology
112018,454,45,0,41,2,Autos & Vehicles
270577,4180,103,0,561,28,Science & Technology
1152,40,1,0,10,20,Gaming
88537,1173,69,0,242,28,Science & Technology
38766,374,27,0,151,28,Science & Technology
60253,332,21,0,22,2,Autos & Vehicles
51205,862,18,0,180,28,Science & Technology
27739,195,10,0,5,2,Autos & Vehicles
4910,250,2,0,128,20,Gaming
137693,4680,91,0,571,28,Science & Technology
21555,147,7,0,22,17,Sports
34221,65,3,0,3,2,Autos & Vehicles
2636,24,1,0,2,10,Music
1105,15,1,0,4,28,Science & Technology
106822,436,17,0,57,2,Autos & Vehicles
4989,70,4,0,10,20,Gaming
76996,487,25,0,127,28,Science & Technology
141687,907,48,0,204,28,Science & Technology
31104,593,38,0,231,28,Science & Technology
71283,744,23,0,238,28,Science & Technology
4701,106,10,0,31,28,Science & Technology
11349,38,7,0,24,22,People & Blogs
124006,1959,120,0,,28,Science & Technology
41354,56,22,0,45,22,People & Blogs
248,4,0,0,1,22,People & Blogs
1456,19,1,0,3,26,Howto & Style
1381,8,0,0,5,10,Music
1411,29,8,0,2,28,Science & Technology
508,4,1,0,0,22,People & Blogs
247,7,0,0,1,20,Gaming
18569,92,2,0,8,2,Autos & Vehicles
388413,788,257,0,230,28,Science & Technology
412575,2264,74,0,359,28,Science & Technology
52680,463,44,0,64,28,Science & Technology
19745,496,11,0,20,2,Autos & Vehicles
1515,64,0,0,9,17,Sports
183417,1116,68,0,170,22,People & Blogs
2171,14,0,0,13,22,People & Blogs
18023,169,3,0,26,2,Autos & Vehicles
1195,16,0,0,1,28,Science & Technology
5754,203,8,0,28,28,Science & Technology
2547,8,0,0,1,22,People & Blogs
858,2,0,0,1,22,People & Blogs
2787,26,4,0,2,28,Science & Technology
16513,52,0,0,10,17,Sports
233241,3559,45,0,137,10,Music
5167,162,1,0,25,10,Music
3173244,8595,348,0,222,10,Music
18092476,59589,2374,0,1874,10,Music
9362,76,3,0,12,10,Music
5278,137,0,0,26,10,Music
1086052,2900,135,0,94,10,Music
15855,217,2,0,10,10,Music
237489,6683,72,0,406,10,Music
1440136,2902,146,0,209,10,Music
620440,2049,58,0,39,10,Music
2736,85,0,0,10,10,Music
604290,812,67,0,31,10,Music
66551,402,8,0,7,22,People & Blogs
24534,261,6,0,10,10,Music
66756,1166,8,0,70,10,Music
7175,47,1,0,12,24,Entertainment
151415,343,16,0,9,10,Music
5589,50,4,0,11,1,Film & Animation
4482,52,2,0,6,10,Music
8453,36,4,0,45,22,People & Blogs
318871,684,33,0,20,10,Music
9999,87,0,0,11,17,Sports
10122,98,3,0,2,10,Music
98939,1177,43,0,44,10,Music
73988,643,61,0,12,10,Music
19936,468,13,0,192,1,Film & Animation
160319,380,8,0,7,10,Music
34088,200,17,0,29,2,Autos & Vehicles
22002,450,51,0,,27,Education
1998,40,1,0,8,10,Music
22299,236,12,0,32,22,People & Blogs
13274,314,6,0,84,24,Entertainment
6560,39,1,0,16,2,Autos & Vehicles
748,20,0,0,3,28,Science & Technology
1183,25,2,0,4,22,People & Blogs
638,36,0,0,4,17,Sports
1668,22,0,0,6,10,Music
3089,41,0,0,2,28,Science & Technology
15983,476,7,0,31,22,People & Blogs
349,34,0,0,39,22,People & Blogs
45727,293,8,0,22,22,People & Blogs
14144,33,4,0,10,2,Autos & Vehicles
71234,806,59,0,136,22,People & Blogs
1795,8,0,0,16,22,People & Blogs
5478,25,5,0,30,27,Education
25876,352,7,0,13,10,Music
3266,38,5,0,4,22,People & Blogs
14936,305,23,0,264,20,Gaming
166219,520,18,0,17,22,People & Blogs
56972,955,17,0,108,27,Education
2971,26,5,0,3,2,Autos & Vehicles
9174,191,0,0,59,27,Education
20660,475,7,0,85,27,Education
11781,266,5,0,32,27,Education
1141,22,2,0,21,20,Gaming
785,12,0,0,1,19,Travel & Events
8298,150,1,0,28,27,Education
2458,33,3,0,33,2,Autos & Vehicles
359,6,1,0,2,2,Autos & Vehicles
226,1,0,0,0,22,People & Blogs
1313,16,3,0,2,2,Autos & Vehicles
21964,119,5,0,9,10,Music
1165,38,0,0,,10,Music
15,0,1,0,0,27,Education
425,3,0,0,0,2,Autos & Vehicles
507,5,1,0,6,22,People & Blogs
1216,39,0,0,31,2,Autos & Vehicles
3,1,0,0,0,22,People & Blogs
6049,8,2,0,0,2,Autos & Vehicles
3919,38,2,0,9,22,People & Blogs
31,7,0,0,2,22,People & Blogs
113,2,0,0,0,22,People & Blogs
1254,12,1,0,2,22,People & Blogs
461,2,0,0,2,2,Autos & Vehicles
24,2,0,0,0,22,People & Blogs
264,5,2,0,1,20,Gaming
47,4,0,0,0,20,Gaming
1934,2,0,0,0,2,Autos & Vehicles
1046,11,1,0,1,2,Autos & Vehicles
3074,14,0,0,12,22,People & Blogs
115,1,0,0,0,20,Gaming
234,2,0,0,1,19,Travel & Events
271,2,0,0,0,2,Autos & Vehicles
127,1,0,0,0,20,Gaming
31,0,0,0,0,22,People & Blogs
57,0,0,0,0,27,Education
309,1,0,0,0,20,Gaming
360,2,1,0,0,2,Autos & Vehicles
45,0,0,0,0,27,Education
40,0,0,0,0,27,Education
49,0,0,0,0,27,Education
65,0,0,0,1,27,Education
6,0,0,0,0,24,Entertainment
2703,1,8,0,0,20,Gaming
41,0,0,0,0,27,Education
48,0,0,0,0,27,Education
33,0,0,0,0,27,Education
108,0,0,0,0,27,Education
8,0,0,0,0,22,People & Blogs
16323,34,14,0,0,24,Entertainment
51571,117,62,0,0,20,Gaming
386,41,12,0,0,10,Music
7758,90,3,0,13,22,People & Blogs
2394,24,0,0,0,10,Music
83,0,0,0,0,24,Entertainment
437,15,1,0,0,10,Music
476,32,1,0,31,20,Gaming
1576,90,6,0,5,22,People & Blogs
370,31,0,0,9,15,Pets & Animals
0,0,0,0,0,22,People & Blogs
13497,82,4,0,32,29,Nonprofits & Activism
2448,69,4,0,7,24,Entertainment
1704,58,1,0,12,22,People & Blogs
14439,124,6,0,,24,Entertainment
160,2,0,0,0,10,Music
10354,415,2,0,26,26,Howto & Style
407179,2515,97,0,107,10,Music
5078,37,3,0,4,25,News & Politics
22640,2409,25,0,107,22,People & Blogs
81446,2453,72,0,392,10,Music
121,14,2,0,0,20,Gaming
640990,3817,593,0,155,10,Music
26256,72,2,0,6,24,Entertainment
157,14,0,0,1,22,People & Blogs
858,64,0,0,61,10,Music
283,3,0,0,0,20,Gaming
23504,33,1,0,12,20,Gaming
32370,779,18,0,73,22,People & Blogs
206,11,1,0,5,22,People & Blogs
7,0,0,0,0,20,Gaming
240,11,0,0,0,1,Film & Animation
35380,554,13,0,40,20,Gaming
743,10,0,0,4,22,People & Blogs
9,2,0,0,6,22,People & Blogs
629,47,7,0,8,22,People & Blogs
8,0,0,0,0,17,Sports
1496,21,2,0,4,22,People & Blogs
308,2,0,0,0,17,Sports
3,0,0,0,0,17,Sports
9817,122,3,0,4,29,Nonprofits & Activism
2739,12,1,0,4,22,People & Blogs
6,0,0,0,0,17,Sports
2167,6,2,0,1,17,Sports
7841,,,0,,24,Entertainment
942,27,0,0,1,10,Music
0,0,0,0,0,17,Sports
6118,311,6,0,156,20,Gaming
2091965,11966,1330,0,864,24,Entertainment
9,0,0,0,0,17,Sports
13,0,0,0,0,22,People & Blogs
4,0,0,0,0,28,Science & Technology
2691,0,0,0,0,22,People & Blogs
825289,13479,754,0,554,20,Gaming
1,0,0,0,0,22,People & Blogs
152,3,1,0,0,22,People & Blogs
1,0,0,0,0,22,People & Blogs
324952,7334,124,0,1071,22,People & Blogs
4,0,0,0,0,23,Comedy
28,0,0,0,0,28,Science & Technology
20,1,0,0,0,22,People & Blogs
6,1,0,0,0,24,Entertainment
158,18,0,0,8,28,Science & Technology
561975,4857,495,0,282,20,Gaming
8949,137,21,0,1,10,Music
544,3,0,0,1,28,Science & Technology
48,1,0,0,1,28,Science & Technology
11,2,0,0,0,20,Gaming
13,1,0,0,0,20,Gaming
13,0,0,0,0,20,Gaming
4,0,0,0,0,20,Gaming
76360,765,95,0,409,22,People & Blogs
4,0,0,0,0,20,Gaming
55953,1410,35,0,301,24,Entertainment
3,0,0,0,0,20,Gaming
4561,,,0,71,10,Music
18,0,1,0,0,27,Education
497479,7033,301,0,417,20,Gaming
8870,391,8,0,16,25,News & Politics
22,6,0,0,4,22,People & Blogs
67,1,0,0,0,22,People & Blogs
2158,385,2,0,15,20,Gaming
195,4,0,0,0,17,Sports
619,15,0,0,0,28,Science & Technology
21,,,0,,22,People & Blogs
156,6,0,0,0,22,People & Blogs
1261,15,0,0,0,10,Music
877,13,0,0,2,26,Howto & Style
25474,263,7,0,70,20,Gaming
11950,46,2,0,23,20,Gaming
5217,181,4,0,20,10,Music
46097,240,23,0,47,23,Comedy
26421,90,5,0,4,1,Film & Animation
9646,78,11,0,23,20,Gaming
661,3,2,0,0,25,News & Politics
464,35,0,0,6,22,People & Blogs
11841788,548785,96462,0,60312,24,Entertainment
78432,1293,105,0,99,24,Entertainment
500,21,0,0,0,28,Science & Technology
170,35,0,0,9,22,People & Blogs
61589,2859,27,0,286,10,Music
270849,5584,55,0,365,10,Music
380381,17514,233,0,986,10,Music
2351205,37783,431,0,1711,10,Music
307240,7031,90,0,306,10,Music
676801,8191,168,0,830,10,Music
33921,2380,5,0,232,10,Music
121368,4981,33,0,315,10,Music
43721,2375,13,0,188,10,Music
146296,9329,47,0,245,10,Music
353744,7418,73,0,384,10,Music
233957,3905,77,0,848,10,Music
137998,3548,44,0,185,10,Music
20750,603,5,0,60,24,Entertainment
33983,2201,6,0,184,10,Music
146828,8805,65,0,1018,10,Music
718994,63,14,0,10,1,Film & Animation
33998,1526,22,0,75,10,Music
94705,2551,27,0,174,10,Music
172128,5804,114,0,1189,28,Science & Technology
1585362,11485,661,0,657,10,Music
2036,86,0,0,15,24,Entertainment
47216,2817,37,0,93,25,News & Politics
12332,1128,11,0,125,22,People & Blogs
38618,1632,15,0,100,10,Music
11136,192,20,0,8,10,Music
2854,29,1,0,1,22,People & Blogs
785,90,2,0,2,22,People & Blogs
25029,791,71,0,426,27,Education
83169,991,34,0,42,22,People & Blogs
30095,798,10,0,91,10,Music
20752,283,9,0,,10,Music
125752,3604,364,0,542,25,News & Politics
313715,2697,1017,0,949,24,Entertainment
2332,17,2,0,1,22,People & Blogs
28098,1788,24,0,219,22,People & Blogs
694,13,3,0,13,22,People & Blogs
2063,42,3,0,0,27,Education
36159,683,19,0,64,24,Entertainment
33521,304,34,0,22,10,Music
602853,2217,169,0,74,10,Music
10727,103,5,0,11,10,Music
2318,223,7,0,75,10,Music
51324,2038,25,0,52,22,People & Blogs
189820,949,56,0,38,10,Music
176,11,0,0,10,10,Music
16533,1090,30,0,102,25,News & Politics
45755,646,11,0,21,22,People & Blogs
204512,6098,130,0,774,25,News & Politics
24969,216,5,0,11,10,Music
1284251,18850,1080,0,2331,24,Entertainment
7257,137,9,0,20,28,Science & Technology
821,6,0,0,0,25,News & Politics
262,14,1,0,2,28,Science & Technology
17353,126,21,0,,27,Education
206504,2735,140,0,156,22,People & Blogs
516,1,1,0,0,26,Howto & Style
1642,12,1,0,1,22,People & Blogs
2763,44,0,0,79,27,Education
29,0,0,0,0,22,People & Blogs
134182,895,137,0,262,28,Science & Technology
642,26,0,0,48,27,Education
3,1,0,0,0,22,People & Blogs
4242,7,0,0,2,22,People & Blogs
60,0,0,0,0,22,People & Blogs
16490,117,25,0,18,22,People & Blogs
1910,15,4,0,1,22,People & Blogs
5325,33,0,0,3,22,People & Blogs
1343,4,0,0,0,22,People & Blogs
655809,22913,764,0,2780,22,People & Blogs
1192,16,0,0,1,26,Howto & Style
48836,248,15,0,169,28,Science & Technology
626,24,0,0,2,10,Music
84,3,0,0,0,25,News & Politics
719,1,1,0,0,22,People & Blogs
291,3,0,0,1,10,Music
52264,180,30,0,81,28,Science & Technology
2178,45,37,0,,20,Gaming
